Survey Id,Practice,TriggerDate,product type,survey Type,question text,Response
380,Other,09-16-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The Research and Evaluation services delivered by the WB to the Government of Timor Leste (financed by Australia/DFAT) were terminated prematurely because GOTL and DFAT didn't feel the outputs were timely or relevant to TL's context. The outputs were excessively complex, difficult for the GOTL to use and ultimately irrelevant to the implementation of the PNDS."
381,Labor,03-13-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"While this task was led by SPL, the work was done with the participation of two staff by GP SURR, and in close collaboration with the GP SURR PL, based in Tbilisi."
382,Labor,02-24-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Great cross-GP collaboration!
3.83E+02,Poverty,04-06-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This was a difficult assignment due to weak capacity at the Haitian statistical institute and a culture of controlling information; however, the team struggled to develop relationships with their counterparts, which exacerbated the challenge.  Some of the initial conclusions of the poverty analysis did not hold up under scrutiny, yet the team was reluctant to admit that there may have been issues with the data.  Inspite of these hiccups, the successful completion of an HHS and the establishment of a poverty line was a big step for Haiti.  The Poverty Analysis was honed until it yeilded some very rigorous and insightful conclusions, and it has been a boon for policy dialogue.  "
384,Social and Urban,02-17-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),There are many activities ongoing under the captioned subject matter. Not sure what this 2-minute survey is trying to survey. After making heroic effort to respond to flurry of activities after the typhoon hit in more recent time the flow through from the DRM team has been patchy and uncoordinated. DRM team had a strong bias towards physical infrastructure investment and not much interest in coordinating with other aspects of DRM including the financial side. Cross sectoral coordination is lacking from the DRM team. 
3.85E+02,Governance,06-25-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),No comments. 
386,Macro,12-02-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"To respond to the demands of the client the team has adopted a Solution approach that encompassed technical expertise of four units across the World Bank group: GMFDR, Disaster Risk Management, Energy, and Treasury and has managed to put forward an integrated solution. The team has engaged in extensive internal consultation in the identification phase with Operations Policy and Quality, Legal-operations, IBRD Corporate Finance, Credit Risk and Treasury to identify the instrument that would be the best solution to this particular development need of the client.  In consultation with OPCS and LEGOP the team selected investment project financing as the best instrument. "
387,Governance,04-19-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The Bank colleagues, especially task leaders, are mostly not interested in innovating or learning from others. Its mainly about getting the project out of the door and disbursing - its not about helping the client or ensuring development outcomes. Very rarely. "
388,Health,02-20-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"I do not know why this particular Ta was selected for feedback. This was meant to be funded by the Iraq TF (ITF) which closed already, but it did not get implemented because of government's request t ocancel it as a result fo the armed conflict in the country. all the work/collaboration was done under the previous structure in FY14 so any reference to GP CMU collaboratino and so on ins not relevant."
389,Health,02-20-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Time of implementation was extremely short for this project, particularly given the ongoing crisis in the country."
390,Macro,06-26-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This was financed by a DFID EFO. CMU strongly supported this work due to its potential to provide knowledge for future lending operations. In addition, client actively participated during the process and willing to take the recommendations forward. "
391,Health,05-05-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"There is lack of clarity on how to ""deliver"" activities that are child codes under the a Programmatic AAA. Some teams/sectors are being advised to wait until the PAAA Progress Review and use that peer review process to review deliverables under the child codes, and then close them out. Other teams are being encouraged to do informal review of the activities under child codes as soon as they are complete and close them out, without waiting for the PAAA Review. The rationale for the latter is to avoid too many active codes. In the first case, you have to wait a long time until you can deliver. In the latter case, you add another informal layer of review. "
392,Water,03-11-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The CMU but were not involved with executing this. But neither was it nececcsary as the task team  were all locally based and had all the contacts needed. The CMU is responble for a huge country program in Indonean and it is unrealistic for a small JIT ESW like this to command their attention. I find the operating model quite impractical for this sort of AA, which should be handled by the GP at the local country level under the secxto Program Leader who can keep the CMU informed as they see fit."
393,Finance,06-04-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The GPs need to shape upCMU was great 
394,Education,02-03-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Product was not at the quality level expected by the CMU nor the client.  
3.95E+02,Water,08-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This work was delayed as client showed more interested in detailed analytical work. I got good support form both CMU and GP - didn't need from my CCSA. Client was also fully on board. I found that rather than agreeing to a request to fund a project, conducting analytical study really helped us to make client aware of the issues involved in taking up large infrastructure projects.regards Srinivas "
396,Agriculture,09-11-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Excellent example of cross-GP collaboration !
3.97E+02,Social and Urban,03-24-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The CMU/GP is a difficult relationship for ROCs in particular since there is a lack of clarity on clearance procedures and who is senior to who. It is almost comedic in the lack of direction from Sr Mgt about how to manage these relationships. While senior staff are trying their best with a sense of humor about the chaos, junior staff in the GP front office were hostile to the team in an attempt to fill one of the many obvious power vacuums at the Bank. At one point, when the Board date was pushed by one week (in the same quarter, with a board slot already reserved) and our team was told by the GP team that they would not agree to the change. When our team pushed back and expressed that we had support of the CMU and RVP, the GP team asked me who I reported to, and reminded me that it was them, not the CMU or RVP. This was not productive. "
398,Transportation,01-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"High impact analytical and advisory report. Kazakhstan has inserted its railway into the China Western Europe trade routes offering a green land based transport alternative to shipping routes from South East Asia to Europe through the Red Sea. This analytical and advisory product prepared by a Bank team and funded by a Trade Facilitation Grant successfully developed a high level strategy for Kazakhstan and Kazkahstan Railways to enhance trade facilitation and development potential based on the rail link from China to Western Europe through Kazakhstan. The work analyzed large datasets of global trade flows with sufficient detail for the railways to enhance competitiveness, create additional value added, and improve transport logistics through Central Asia. The work mobilized global expertise from two Global Practices. The Government has indicated they want a follow-up study to help with additional work."
399,Env,02-07-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The work was constrained by limited ability to travel outside of Khartoum and visit sectors with huge implication to adversely impact the environment. The restriction is mainly because of security issues. The work would have been much better informative, had there been free mobility to more sites. "
400,Transportation,12-19-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This project is led by GP Transport & ICT and has a small component of trade facilitation coordinated with the GP T&C.  The project supports the development of a major corridor between Minsk and Warsaw was good practice in terms of short time preparation, well structured well received project, great support from Operations Officer in Minsk to team.  Budget for activity very minimal and cross-GP cooperation added costs.    "
401,Finance,09-16-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Lack of funding of the final activity under this approved project lead to unexpected need to approach outside donors to step in this project at the last minute. 
402,Env,06-27-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Exemple of supply-driven activity
403,Water,06-16-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The CMU has been very supportive to the team on the ground and GPOBA provided us with enough resources to carry out the scoping study.
404,Governance,05-06-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The dissemination of the report to the client has been delayed due to unavailability of GGP officials who want to participate in the dissemination according to their preferred time, not that of client. "
405,Health,06-16-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The Governance GP (formerly PREM) provided excellent support to make this activity successful.
406,Transportation,08-07-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Extreme high Priority Project at a very difficult time for the country. Team did an excellent job in a very short period of time.
407,Governance,08-11-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The CMU is very supportive
408,Governance,07-28-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The task team put together for this project is fantastic in terms of commitment to both the Bank vision and to deliver results to the client. Implementation will however be challenging given the Somalia security environment and low capacity. The task team expects more support from the CMU.
409,Education,06-10-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The client's national processes introduced serious delays to project processing and effectively distorted Bank processes.  The CMU did not do enough to mitigate this situation.  In fact, the CMU appears to have adapted project processing for all projects to the needs of the client ways that created significant unnecessary difficulties for the Task Team and significantly reduce the value of the Bank review processes.   The VPU's requirement to have all projects go from concept to Board in 12 months puts pressure on the CMU to do this. The overwhelming priority was to get the project to the Board this fiscal year, even though all reasonable people agreed that the client's authorizations would only be obtained at the very last minute.   Bank review of project design were based on conjecture about what the client might want, not a clear statement by the client.  "
410,Energy,09-02-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Very much a cross GP collaboration especially between energy and water.  
411,Finance,06-17-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The OP procedures are repetetive, and extremely time consuming. Still lots of room for more simplification. "
412,Poverty,07-30-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),TTL is very committed. But he will continue to need support from his management and be accompanied by more experienced staff operationally.
413,Poverty,08-05-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The support of other GP and CCSAs is difficult to have because the project was be to delivered on a FY or so. By the Time you identify what you support you might need from colleagues of other GP/CCAs they already have their  WOrk Program. The right person is always too busy. Even when co-leadship is offered as incentive you never gent the desired level of comitment. The best way to WOrk with other GP/CCAs might throught Peer Reviwing at Concept note And QER steps. They are too many concurrences; they generate unnecesary stress for little value added.
414,Education,03-30-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"For multi-sectoral projects, the usual coefficient is simply not enough. It is one thing to encourage co-TTLship and cross-GP projects, but then the budget must reflect that demand. Also, the project preparation needs to be further streamlined. We should be able to prepare projects from PCN in late October to Board delivery in late March more regularly, but the processing guidelines make it very challenging. Although the fiduciary support was very useful, the support from the social development side was inadequate - in a nutshell, too little too late. This was contrary to how the environmental safeguards specialist provided support, which was very hands-on and working side by side with the client. "
415,Governance,05-07-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Need clear distribution list.
416,Health,05-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This is a RAS and the first WBG engagement in Estonia for years - therefore, most questions are not applicable."
417,Health,01-21-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Great support from the CD.
418,Labor,02-17-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This was a highly successful engagement.  It has nothing to do with the new operating model.  It was broadly achieved under the previous operating model which worked perfectly well.  We were able to quickly access appropriate cross-support from another region and deliver the work expediently.
419,Labor,02-17-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The minimum wage is a highly sensitive matter in Cambodia, as in many country. Excellent team -- focused on technical aspects -- worked well across MFM - SP/labor and other GP lines.  The CMU contributed country knowledge and political economy considerations/dimensions and supported engagement. Rated ""neutral"" on routine GP anticipation of client and CMU need -- team did anticipate client need; however, team did not initially consider the political economy of the minimum wage as needed/important for CMU/Bank - country relations -- did factor them in, and did so brilliantly after CMU came in on this point.  Great work!"
420,Transportation,07-08-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The template for Additional Financing Project Paper needs much improvement, it's awkward and repetitive, with some sections completily missing or irrelevant. Results framework for AF is not user friendly.There are also no consistent policy on the contingent Disaster components. The task team were asked to involve many people, including CMU, Vienna based DRM team, Legal, ECADE, GP PMSO, GPSOS, and OPCS, and all of these parties provided different guidelines. All these parties involved and inconsistent feedback made this ""contingent"" exercise very painful.I am happy to provide more detailed feedback on the processing of the AF face to face."
421,Transportation,07-08-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"There was little need for CMU support in what was an Additional Financing for an existing project with known clients. The CMU was instrumental in helping the client decide on what to use the US$40 million CPS allocation for, whether for an AF or a new project proposed by the Minister--this was done through the hosting of a donor conference in the bank office. This was very helpful in clarifying to the client that other donors could fund another high priority project, while the Bank would continue its engagement with the rural road sector. The CMU was also instrumental in requesting the inclusion of a contingent emergency response sub-component in the project and the inclusion of disaster risk preparedness technical assistance. Both have undoubtedly strengthened the quality of the project."
422,Transportation,07-08-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Strong Client demand, very short and efficient preparation, build very well as scale up to existing operation.  Huge impact on sustainability and equality in rural areas of Armenia."
423,Governance,01-16-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),THis was a limited scope AAA designed to be confidential.
424,Labor,06-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Great partnership with SP team and EXT team. Strong support from the CMU, including participation of Country Director to the meetings with cabinet ministers."
425,Labor,06-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),WB analytics and policy dialogue changed Govt. policy/program.
426,Water,03-24-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),I have enjoyed very good support in project preparation and hence could complete preparation on time.
427,Transportation,06-02-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),CMU responsiveness from the RM side could be improved. There were long delays in the initiation of the activity for relatively simple tasks that required a click of a button. It took many reminders these sort of tasks to be done.
428,Education,06-10-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),-
429,Education,12-16-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The processing suffered from differences in guidelines as the guidelines were emerging (for AF, and IPFs) and we faced new requirements all along (often too late in the process (e.g., citizen engagement, climate safeguard, etc.). Since we had 3 lawyers on the team, each with a crazy vacation schedule, the legal back and forth was quite unnecessary and very disturbing."
430,Macro,06-29-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The team took too long to finalize the report.
431,Labor,03-19-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Having two safeguards specialist on the team (one for social, one for environment) is too much. Safeguards colleagues should be able to cover both. In this social safety net project, the social safeguards could have been covered by the environmental specialist (who in any case was much more involved, engaged and responsive) than the social safeguards specialist. Dividing the two aspects just adds unnecessary complexity and high costs. "
432,Energy,06-23-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The GP Team organized and delivered highly successful training to civil society in the field. This was very much appreciated by all participants.
433,Trade,07-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),#NAME?
434,Labor,03-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),While GPs collaboration is good. The sense is still that the GP holding the budget has to push others to provide inputs. 
435,Social and Urban,06-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Support from Bank staff to RAS activities, while provided from time to time, is still limited. "
436,Social and Urban,04-08-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Completely TF resourced. CMU did not provide any budget.
437,Social and Urban,04-08-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"GP SUR responded to the Solomon Islands flooding disaster very quickly, allowing the Bank's Board to approve USD10m in additional resources for Solomon Islands from the IDA crisis response window."
438,Water,06-16-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Quite few glitches in the Operation Portal were experienced during project preparation.It would be useful for the team not to be requested to work ""outside the Portal"" (i.e. for RVP clearance, the whole process is done through email exchange, and once the clearance received by email and writing, the team needs to submit once more the package through the Portal).It would be useful to reduce the changes to the PAD following negotiations (i.e. in this case the team was requested following negotiations to eliminate annexes, change wording related to the risk section, change / add wording regarding GRM, etc...) for the sake of transparency with the client."
439,Governance,01-30-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The funds provided under this activity has helped our Governament Partners  better under understand the benefits of implementing eGovernment Procurement System. It provided great insights on various models on financing and implementation strategy. Government staff are now better equipped to implement a project that has taken them about two years to figure out. 
440,Poverty,06-10-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),No further comments 
441,Water,02-10-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The GP mostly hired external consultants to perform this RAS. This arrangement was problematic as the WB value added was unclear under this RAS. CMU raised this concerns at decision meeting.
442,Water,02-10-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The GP mostly hired external consultants to perform this RAS. This arrangement was problematic as the WB value added was unclear under this RAS.
443,Agriculture,10-09-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),A good collaborative effort with Poverty GP.
444,Macro,04-02-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Three main areas are relevant to share :- First, the team has benefited from a great support from the CMU within a difficult political context. - Second, the strategic vision on Burkina development from the CMU and regular dialogue with the government  carried, have helped in achieving some difficult reforms (mining and governance). - Finally, sound monitoring from the CMU has contributed to insure more confidence and thrust vis a vis the community of donors. Indeed, Bank has incredibly gained in good reputation with this operation.  "
445,Finance,10-04-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),It is important going forward that the implementation of the recommendations in the Report has support of the expertise available through the Responsible Financial Access team. 
446,Finance,02-24-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Safeguards need to shift from being gatekeepers to facilitators and problem solvers. Need to examine contributions as value added to the overall project, client engagement and team, as well as have the capacity to adapt and understand different project/sector's overall development goals and context. It's a tall order given safeguards crosses multiple sectors and to have people who have abilities to quickly learn and adapt to different projects - however, given the cross GP CCSA structure of the bank, these are necessary skills and capabilities for safeguard professionals, to both meet the safeguards requirements but also offer solutions to the project. "
447,Trade,01-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Please note that this was an extremely small task (level of effort approx. 1 week) under an umbrella programmatic TA task. The World Bank team's role was to review a report written by an IFC consultant. Therefore, IFC controlled the client engagement and technical work, and the CMU's support was not required. The CMU did provide tacit support to the task through their support to the overall programmatic task. "
448,Trade,01-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Engagement with clients and key stakeholders, and the relevant local context for this project/activity, were provided by the GP team working in the country. The CMU was not strongly involved, although they did support the task by arranging a workshop and providing logistical support. Please note that this was a very small task (level of effort approx. 2.5 weeks) under an umbrella programmatic TA task. "
449,Labor,06-25-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"We spend more time to process the work internally than effectively doing the work. Over the last years, our work has become all about process, process, and process... less and less about substance. My work as a TTL has become one of clicking buttons on SAP, Portal, consultant payments, travels..... to the detriment of any substance. "
450,Poverty,06-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The CMU provided terrific support to the task team. This was facilitated by the co-location of the TTL and CMU; this in my experience is critical for succesfully engaging with FCS clients. 
451,Gender,07-09-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This was a very nice innivative piece. The team also coordinated with other development oartners to add real value.
452,Governance,07-16-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This activity was requested by Government. It had high committment from Government. Attendance was good and government paid for all logistics. The course was rated highly and succesful. The critical success factor is that Government wanted it. GGP teams worked well to design  the course and training and particiaption included financial audit counterparts.
453,Education,06-04-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Suggestion for improving the portal (roadmap):It seems the different stages of the Roadmap do not automatically retrieve the uploaded documents updated in the previous stages. Hence, in certain stages, the user must again upload documents that were uploaded in earlier stages. And in some cases, the latest versions uploaded in the immediately preceding stage do not show up; instead older versions show up. "
454,Labor,12-09-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The operation benefitted not only from GPs/CCSAs collaboration, but also it enjoyed strong support from IG&As. "
4.55E+02,Energy,03-10-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This is the first EU IPA funded activity in Turkey. Highly complex procedurally but extremely relevant. Bank is hampered compared to other IFIs by going - appropriately the RETF route - EIB and EBRD just take the EU IPA money and use it for their own project preparation purposes. Hence this activity faced delays related to government procedures. 
456,Agriculture,06-09-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Getting the project paper and relatd information uploaded in the datasheet on the Portal has been a nightmare and a minefield that task team could not figure out what is right and what is wrong. Grateful if someone could fix the Portal so that Task team do not waste time and efforts in feeding the ""wrong beast"". Afer several failed attempts, we had to created the datasheet with many manual inserts."
457,Education,05-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),I
458,Social and Urban,06-12-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This is an annual activity that was launched several years ago hence its success was not created by the new business model. 
459,Transportation,06-27-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),excellent team engagement and persuasive 
460,Env,04-29-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Two projects were squeezed into one by having na AF insttead of second new project at the request of the CMU to ""have fewer bigger operations"".  I am not sure the cost of making this change half way through preparation of the second project was worth it.  The end reasult project is a bit if a Christmas tree that does not hang together that well.   "
461,Social and Urban,06-18-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The project benefit immensely from strong support from GGODR.
462,Education,09-23-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This was best practice in terms of support of CMU to a GP team and in terms of collaboration with safeguards as wel- essential given that it was the first engagement with this client in the secor, the client had prior negative perceptions/ideology on World Bank, there were many internal differences within the clients and several changes in counterparts the preparation of the project, and given the particular the country sensitivity across the board but especially on indigenous people and safeguard issues."
4.63E+02,Health,05-15-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Despite having work on and with the safeguards specialists all the time, we received many There seems to be a profund disconect between the safeguard consultants we are provided with and the safeguards specialist at the clearance level. Fiduciary support was ok - point 5 - the question should not include both items...."
464,Social and Urban,05-06-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),USD 55 million were requested to the CMU to resolve project financial gap and acheive project objectives. The CMU has already provided USD 35 million but it still a gap of 20 million USD to acheive the overall project objectives.Good Operation and maintenance of drainage system is key for the investments sustainability. To this end the team needs further support and collaboration from Water and sanitation colleagues as we are working with the same actors and are dealing almost with the same challenges.
4.65E+02,Labor,06-08-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),A member of the CMU DMT (a Program Leader) was the TTL and the team was the GP so CMU-GP collaboration was very strong. 
466,Governance,06-24-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),No comments. 
467,Labor,05-24-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),L
468,Governance,06-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"This project was given a variable budget of $18k, which limited what could be achieved. This work was subsequently not allocated any financing in FY16 but will continue through an EFO supported by DFID."
4.69E+02,Transportation,06-08-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The major problem we faced was with tooo many layers of approval. Also, we find that other services (like FM, procurement, legal etc) only ""wake up"" when RVP approval is given. I feel that too many changes were imposed on the implementation arrangements AFTER the negotiations were completed, and that is not acceptable. Also, poor service from legal led to long delays."
470,Energy,01-29-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Task team and the practice management team was extremely resposnive to the client and maintained high quality dialogue on energy sector reforms in the country. I would consider this engagement a good practice.
471,Energy,01-29-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Fractured and tortured decision making. 
472,Macro,12-13-15,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"An excellent way of sharing knowledge in a middle-income country where there are a number of development stakeholders -- public, private and NGOs -- who benefit from such a knolwdge activity."
473,Social and Urban,05-28-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The video produced out of this event is very relevant and has been viewed on YouTube already more than 1,500 times. In addition, the Rwandese counterpart expertise has been way above expectations. "
474,Water,06-03-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Several of the questions are not applicable, as the task team was located in the country as well, had a standing relationship with the client, and therefore did not need the CMU's support for this. The allocated money was limited by the guidelines for a Just in Time TA (around USD 50,000). No other GPs were involved. "
475,Governance,06-12-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Without a trust fund, this activity would not have been possible since the original request was massively cut."
476,Social and Urban,07-27-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Clearance and submission of the negotiated Board package got delayed, due to changes in the formats as advised by the management and glitches in the portal. But, the Task Team was able to work over nights and overcome all the issues with the help of the OPCS help desk."
477,Macro,06-03-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Outstanding work. Fast and efficient delivery to an extremely satisfied client
478,Health,04-08-16,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Additional budget for project preparation by the HRITF was instrumental to preparing the AF.
479,Poverty,06-26-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Support from other GP was determinant for the achievement of this project. Colleague from other GP produce important advices and relevant comments that improved the final report. 
480,Social and Urban,07-17-16,Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),The team responded flexibly to a change of government mid-way through project preparation which led to a decrease in size for the AF operation. 
481,Macro,07-20-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Task was managed by Lead Economist who is co-located with CD. 
482,Water,05-20-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"Very good event, with high participation and excellent evaluation designs from WB project teams. "
483,Trade,06-23-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Very good team.  Worked with the client well and involved the CMU as necessary.
484,Health,04-01-16,Non Lending,Non-Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The Bank's efforts to respond to and raise awareness about cholera have been very effective.  This particular fund raising event was successful in raising awareness, but only moderately successful in raising funds.  We need to bear in mind that country-specific fundraising efforts are not prone to success unless there is very strong government ownership, which was not really the case for this dialogue, which was driven more by the UN.  Partners also struggle to follow the Bank's lead because they have their own programming and priorities. However, in the medium term, it is clear that the awareness generated from this dialogue on the importance of investing as quickly as possible in water and sanitation has expanded the focus on these sectors, which will increase investment in coming years. "
485,Health,04-01-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),This was a great effort across the CMU and the Water and HNP GPs. The team worked very well together and I would consider the event a success given the donor fatigue for Haiti and the enormous challenges that lay ahead. 
486,Poverty,06-16-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"It seems that the change in the operational model was irrelevant for this project. What worked well about it had to do with a team that has been long collaborating under the previous structure (when some of the people involved shared a sector and a manager). If anything the global engagements of some of the team members might have posed  a challenge to the timely completion of the task, as working globally with other GPs poses more coordination problems (and stress for staff caught in the middle) than we used to have before, when we were already working a lot across sectors but under the overall responsibility of just one manager. "
487,Education,12-22-15,Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),"The fiduciary team was phenomenal, the legal lead was not. "
488,Governance,06-29-16,Non Lending,Dept,Please share any additional feedback you may have in the box below. (Max 1000 characters),Insufficient budget
